Year,Quarter,Skills,Economic Activity,Sub-economic Activity,Jobs ('000),Filled Jobs ('000),Vacancies ('000),Jobs Created ('000)
2020,3,Low-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",27.0,23.9,3.1,0.0
2020,3,Low-skilled,Manufacturing,"Electrical, electronic & optical products",21.3,18.3,3.0,0.1
2020,3,Low-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",12.7,11.5,1.2,0.0
2020,3,Low-skilled,Construction,Construction,48.4,43.6,4.8,0.4
2020,3,Low-skilled,Services,Wholesale & retail trade,232.0,229.2,2.8,0.2
2020,3,Low-skilled,Services,Food & beverages and accommodation,342.8,341.3,1.5,0.0
2020,3,Low-skilled,Services,Transportation & storage,87.4,85.5,2.0,0.1
2020,3,Low-skilled,Services,Information & communication,19.3,19.0,0.2,0.0
2020,3,Low-skilled,Services,"Finance, insurance, real estate & business services",119.0,117.6,1.4,0.4
2020,3,Low-skilled,Services,Other services,72.0,71.2,0.7,0.0
2020,2,Skilled,Agriculture,Agriculture,31.1,26.5,4.6,0.1
2020,2,Skilled,Mining & Quarrying,Mining & Quarrying,24.3,24.2,0.1,0.0
2020,2,Skilled,Manufacturing,"Food processing, beverages & tobacco products",37.0,35.0,2.0,0.1
2020,2,Skilled,Manufacturing,"Textiles, wearing apparel & leather products",9.3,8.8,0.5,0.0
2020,2,Skilled,Manufacturing,"Wood products, furniture, paper products & printing",35.7,34.0,1.8,0.0
2020,2,Skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",75.2,71.4,3.8,0.2
2020,2,Skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",57.1,53.8,3.3,0.0
2020,2,Skilled,Manufacturing,"Electrical, electronic & optical products",130.6,122.9,7.7,0.2
2020,2,Skilled,Manufacturing,"Transport equipment, other manufacturing & repair",49.0,46.6,2.5,0.0
2020,2,Skilled,Construction,Construction,144.2,139.9,4.3,0.6
2020,2,Skilled,Services,Wholesale & retail trade,544.3,542.4,2.0,0.6
2020,2,Skilled,Services,Food & beverages and accommodation,110.6,110.5,0.1,0.0
2020,2,Skilled,Services,Transportation & storage,79.7,78.8,0.9,0.1
2020,2,Skilled,Services,Information & communication,127.2,127.0,0.2,0.2
2020,2,Skilled,Services,"Finance, insurance, real estate & business services",401.6,397.3,4.3,1.2
2020,2,Skilled,Services,Other services,201.0,199.9,1.1,0.3
2020,2,Semi-skilled,Agriculture,Agriculture,419.7,401.9,17.8,0.2
2020,2,Semi-skilled,Mining & Quarrying,Mining & Quarrying,45.2,45.1,0.1,0.0
2020,2,Semi-skilled,Manufacturing,"Food processing, beverages & tobacco products",213.9,206.0,7.9,0.3
2020,2,Semi-skilled,Manufacturing,"Textiles, wearing apparel & leather products",69.2,67.4,1.8,0.0
2020,2,Semi-skilled,Manufacturing,"Wood products, furniture, paper products & printing",222.4,217.8,4.6,0.1
2020,2,Semi-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",317.7,307.0,10.6,1.2
2020,2,Semi-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",265.5,260.2,5.3,0.2
2020,2,Semi-skilled,Manufacturing,"Electrical, electronic & optical products",431.3,412.4,18.9,2.4
2020,2,Semi-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",155.2,149.9,5.2,0.3
2020,2,Semi-skilled,Construction,Construction,"1,059.1","1,049.8",9.4,2.7
2020,2,Semi-skilled,Services,Wholesale & retail trade,758.6,757.4,1.2,0.9
2020,2,Semi-skilled,Services,Food & beverages and accommodation,322.3,318.8,3.5,0.1
2020,2,Semi-skilled,Services,Transportation & storage,212.8,210.5,2.3,0.3
2020,2,Semi-skilled,Services,Information & communication,72.8,72.8,0.0,0.0
2020,2,Semi-skilled,Services,"Finance, insurance, real estate & business services",413.6,411.9,1.7,0.1
2020,2,Semi-skilled,Services,Other services,231.2,228.8,2.4,0.2
2020,2,Low-skilled,Agriculture,Agriculture,27.5,21.7,5.7,0.1
2020,2,Low-skilled,Mining & Quarrying,Mining & Quarrying,9.5,9.4,0.1,0.0
2020,2,Low-skilled,Manufacturing,"Food processing, beverages & tobacco products",34.6,31.0,3.6,0.1
2020,2,Low-skilled,Manufacturing,"Textiles, wearing apparel & leather products",6.6,5.8,0.9,0.0
2020,2,Low-skilled,Manufacturing,"Wood products, furniture, paper products & printing",36.8,32.9,3.9,0.0
2020,2,Low-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",27.0,24.1,2.9,0.3
2020,2,Low-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",28.2,25.1,3.1,0.0
2020,2,Low-skilled,Manufacturing,"Electrical, electronic & optical products",17.8,15.6,2.2,0.0
2020,2,Low-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",12.0,10.9,1.1,0.0
2020,2,Low-skilled,Construction,Construction,47.4,42.9,4.6,0.3
2020,2,Low-skilled,Services,Wholesale & retail trade,232.1,229.0,3.1,0.1
2020,2,Low-skilled,Services,Food & beverages and accommodation,335.2,333.2,2.0,0.0
2020,2,Low-skilled,Services,Transportation & storage,87.4,85.2,2.2,0.0
2020,2,Low-skilled,Services,Information & communication,19.4,19.2,0.2,0.0
2020,2,Low-skilled,Services,"Finance, insurance, real estate & business services",120.2,118.9,1.3,0.0
2020,2,Low-skilled,Services,Other services,73.3,72.3,0.9,0.0
2020,1,Skilled,Agriculture,Agriculture,32.9,27.1,5.9,0.4
2020,1,Skilled,Mining & Quarrying,Mining & Quarrying,24.7,24.6,0.1,0.0
2020,1,Skilled,Manufacturing,"Food processing, beverages & tobacco products",37.0,35.0,2.0,0.0
2020,1,Skilled,Manufacturing,"Textiles, wearing apparel & leather products",10.9,10.3,0.6,0.0
2020,1,Skilled,Manufacturing,"Wood products, furniture, paper products & printing",38.1,35.9,2.2,0.1
2020,1,Skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",75.4,71.4,4.0,0.3
2020,1,Skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",56.4,52.9,3.5,0.1
2020,1,Skilled,Manufacturing,"Electrical, electronic & optical products",134.6,126.0,8.5,0.3
2020,1,Skilled,Manufacturing,"Transport equipment, other manufacturing & repair",49.6,47.2,2.4,0.1
2020,1,Skilled,Construction,Construction,151.3,146.7,4.6,1.7
2020,1,Skilled,Services,Wholesale & retail trade,542.0,540.2,1.8,2.0
2020,1,Skilled,Services,Food & beverages and accommodation,115.7,115.4,0.3,0.2
2020,1,Skilled,Services,Transportation & storage,80.2,79.8,0.4,0.8
2020,1,Skilled,Services,Information & communication,128.0,127.6,0.4,0.8
2020,1,Skilled,Services,"Finance, insurance, real estate & business services",400.4,395.3,5.1,2.8
2020,1,Skilled,Services,Other services,204.1,203.2,0.9,1.3
2020,1,Semi-skilled,Agriculture,Agriculture,421.6,407.2,14.4,0.4
2020,1,Semi-skilled,Mining & Quarrying,Mining & Quarrying,46.1,46.0,0.1,0.0
2020,1,Semi-skilled,Manufacturing,"Food processing, beverages & tobacco products",211.9,205.7,6.3,0.1
2020,1,Semi-skilled,Manufacturing,"Textiles, wearing apparel & leather products",72.9,70.8,2.0,0.1
2020,1,Semi-skilled,Manufacturing,"Wood products, furniture, paper products & printing",230.0,224.2,5.7,0.2
2020,1,Semi-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",312.0,300.8,11.2,1.0
2020,1,Semi-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",270.5,265.8,4.7,0.1
2020,1,Semi-skilled,Manufacturing,"Electrical, electronic & optical products",436.5,421.2,15.3,1.3
2020,1,Semi-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",157.5,152.0,5.5,0.3
2020,1,Semi-skilled,Construction,Construction,"1,103.7","1,094.6",9.1,2.9
2020,1,Semi-skilled,Services,Wholesale & retail trade,778.8,776.5,2.3,1.5
2020,1,Semi-skilled,Services,Food & beverages and accommodation,358.2,354.7,3.4,0.3
2020,1,Semi-skilled,Services,Transportation & storage,222.1,219.7,2.4,0.8
2020,1,Semi-skilled,Services,Information & communication,73.2,73.2,0.0,0.1
2020,1,Semi-skilled,Services,"Finance, insurance, real estate & business services",416.3,413.6,2.7,0.3
2020,1,Semi-skilled,Services,Other services,234.7,233.0,1.7,0.3
2020,1,Low-skilled,Agriculture,Agriculture,28.9,22.7,6.2,0.2
2020,1,Low-skilled,Mining & Quarrying,Mining & Quarrying,9.2,9.2,0.1,0.0
2020,1,Low-skilled,Manufacturing,"Food processing, beverages & tobacco products",33.8,29.8,4.0,0.0
2020,1,Low-skilled,Manufacturing,"Textiles, wearing apparel & leather products",7.1,6.3,0.8,0.0
2020,1,Low-skilled,Manufacturing,"Wood products, furniture, paper products & printing",37.4,33.7,3.8,0.0
2020,1,Low-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",26.2,23.8,2.4,0.2
2020,1,Low-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",23.4,21.0,2.4,0.0
2020,1,Low-skilled,Manufacturing,"Electrical, electronic & optical products",17.8,15.8,1.9,0.1
2020,1,Low-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",12.3,11.2,1.1,0.0
2020,1,Low-skilled,Construction,Construction,49.5,44.8,4.7,0.4
2020,1,Low-skilled,Services,Wholesale & retail trade,231.7,229.0,2.7,0.1
2020,1,Low-skilled,Services,Food & beverages and accommodation,362.4,360.7,1.8,0.0
2020,1,Low-skilled,Services,Transportation & storage,84.8,82.5,2.3,0.2
2020,1,Low-skilled,Services,Information & communication,19.5,19.3,0.3,0.0
2020,1,Low-skilled,Services,"Finance, insurance, real estate & business services",119.9,118.6,1.4,0.1
2020,1,Low-skilled,Services,Other services,75.2,74.4,0.8,0.1
2019,4,Skilled,Agriculture,Agriculture,33.8,27.7,6.1,0.6
2019,4,Skilled,Mining & Quarrying,Mining & Quarrying,24.8,24.7,0.1,0.1
2019,4,Skilled,Manufacturing,"Food processing, beverages & tobacco products",37.1,34.9,2.2,0.1
2019,4,Skilled,Manufacturing,"Textiles, wearing apparel & leather products",11.4,10.7,0.8,0.0
2019,4,Skilled,Manufacturing,"Wood products, furniture, paper products & printing",39.7,37.2,2.5,0.1
2019,4,Skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",77.8,72.8,5.0,0.2
2019,4,Skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",58.2,54.7,3.5,0.1
2019,4,Skilled,Manufacturing,"Electrical, electronic & optical products",135.5,127.3,8.2,0.3
2019,4,Skilled,Manufacturing,"Transport equipment, other manufacturing & repair",49.4,46.3,3.1,0.1
2019,4,Skilled,Construction,Construction,155.8,150.0,5.8,2.3
2019,4,Skilled,Services,Wholesale & retail trade,544.4,541.8,2.6,2.2
2019,4,Skilled,Services,Food & beverages and accommodation,117.8,117.4,0.4,0.1
2019,4,Skilled,Services,Transportation & storage,78.7,77.9,0.7,0.5
2019,4,Skilled,Services,Information & communication,127.3,126.9,0.4,0.6
2019,4,Skilled,Services,"Finance, insurance, real estate & business services",400.2,394.2,6.0,3.3
2019,4,Skilled,Services,Other services,208.7,207.8,1.0,1.2
2019,4,Semi-skilled,Agriculture,Agriculture,422.0,406.6,15.4,2.3
2019,4,Semi-skilled,Mining & Quarrying,Mining & Quarrying,47.4,47.3,0.1,0.1
2019,4,Semi-skilled,Manufacturing,"Food processing, beverages & tobacco products",214.3,207.8,6.5,0.2
2019,4,Semi-skilled,Manufacturing,"Textiles, wearing apparel & leather products",76.5,73.8,2.7,0.1
2019,4,Semi-skilled,Manufacturing,"Wood products, furniture, paper products & printing",231.8,223.8,7.9,0.2
2019,4,Semi-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",313.2,300.1,13.1,0.4
2019,4,Semi-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",275.5,266.9,8.6,0.2
2019,4,Semi-skilled,Manufacturing,"Electrical, electronic & optical products",442.6,422.8,19.8,1.0
2019,4,Semi-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",161.2,154.9,6.3,0.4
2019,4,Semi-skilled,Construction,Construction,"1,124.3","1,112.6",11.8,3.6
2019,4,Semi-skilled,Services,Wholesale & retail trade,783.6,777.7,5.9,1.3
2019,4,Semi-skilled,Services,Food & beverages and accommodation,367.6,362.2,5.3,0.7
2019,4,Semi-skilled,Services,Transportation & storage,221.2,219.7,1.5,0.5
2019,4,Semi-skilled,Services,Information & communication,70.3,70.3,0.1,0.0
2019,4,Semi-skilled,Services,"Finance, insurance, real estate & business services",420.6,418.8,1.8,0.5
2019,4,Semi-skilled,Services,Other services,235.6,234.0,1.6,0.3
2019,4,Low-skilled,Agriculture,Agriculture,31.2,24.4,6.8,0.1
2019,4,Low-skilled,Mining & Quarrying,Mining & Quarrying,10.3,10.3,0.1,0.0
2019,4,Low-skilled,Manufacturing,"Food processing, beverages & tobacco products",31.7,28.1,3.6,0.0
2019,4,Low-skilled,Manufacturing,"Textiles, wearing apparel & leather products",7.4,6.7,0.7,0.0
2019,4,Low-skilled,Manufacturing,"Wood products, furniture, paper products & printing",42.3,35.5,6.7,0.0
2019,4,Low-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",25.5,22.9,2.6,0.1
2019,4,Low-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",22.9,20.6,2.3,0.0
2019,4,Low-skilled,Manufacturing,"Electrical, electronic & optical products",18.0,15.7,2.2,0.0
2019,4,Low-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",11.7,10.6,1.1,0.0
2019,4,Low-skilled,Construction,Construction,50.9,45.7,5.2,1.1
2019,4,Low-skilled,Services,Wholesale & retail trade,231.9,230.3,1.6,0.1
2019,4,Low-skilled,Services,Food & beverages and accommodation,367.0,362.7,4.2,0.2
2019,4,Low-skilled,Services,Transportation & storage,86.5,83.8,2.7,0.1
2019,4,Low-skilled,Services,Information & communication,19.7,19.7,0.0,0.0
2019,4,Low-skilled,Services,"Finance, insurance, real estate & business services",119.9,119.4,0.5,0.0
2019,4,Low-skilled,Services,Other services,76.2,75.3,0.9,0.0
2019,3,Skilled,Agriculture,Agriculture,33.7,28.3,5.4,0.4
2019,3,Skilled,Mining & Quarrying,Mining & Quarrying,23.1,22.9,0.1,0.1
2019,3,Skilled,Manufacturing,"Food processing, beverages & tobacco products",39.8,37.3,2.5,0.1
2019,3,Skilled,Manufacturing,"Textiles, wearing apparel & leather products",12.1,11.3,0.8,0.0
2019,3,Skilled,Manufacturing,"Wood products, furniture, paper products & printing",42.5,39.7,2.8,0.2
2019,3,Skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",82.9,77.2,5.8,0.3
2019,3,Skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",61.8,58.0,3.9,0.1
2019,3,Skilled,Manufacturing,"Electrical, electronic & optical products",145.6,136.1,9.4,0.4
2019,3,Skilled,Manufacturing,"Transport equipment, other manufacturing & repair",53.9,50.4,3.5,0.2
2019,3,Skilled,Construction,Construction,151.9,145.5,6.4,1.4
2019,3,Skilled,Services,Wholesale & retail trade,536.7,534.7,2.0,1.5
2019,3,Skilled,Services,Food & beverages and accommodation,115.1,114.5,0.6,0.2
2019,3,Skilled,Services,Transportation & storage,78.2,77.2,0.9,0.4
2019,3,Skilled,Services,Information & communication,131.3,130.6,0.7,0.6
2019,3,Skilled,Services,"Finance, insurance, real estate & business services",400.7,394.4,6.3,2.8
2019,3,Skilled,Services,Other services,207.8,206.5,1.3,1.7
2019,3,Semi-skilled,Agriculture,Agriculture,427.9,414.7,13.1,1.6
2019,3,Semi-skilled,Mining & Quarrying,Mining & Quarrying,48.6,48.4,0.2,0.1
2019,3,Semi-skilled,Manufacturing,"Food processing, beverages & tobacco products",211.6,205.0,6.5,0.3
2019,3,Semi-skilled,Manufacturing,"Textiles, wearing apparel & leather products",76.7,73.8,3.0,0.2
2019,3,Semi-skilled,Manufacturing,"Wood products, furniture, paper products & printing",228.8,221.2,7.7,0.3
2019,3,Semi-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",311.0,297.3,13.7,0.9
2019,3,Semi-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",270.6,262.2,8.4,0.3
2019,3,Semi-skilled,Manufacturing,"Electrical, electronic & optical products",428.2,408.9,19.3,1.6
2019,3,Semi-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",155.9,150.5,5.4,0.4
2019,3,Semi-skilled,Construction,Construction,"1,115.3","1,104.0",11.2,3.2
2019,3,Semi-skilled,Services,Wholesale & retail trade,793.0,785.3,7.7,2.2
2019,3,Semi-skilled,Services,Food & beverages and accommodation,366.4,360.6,5.8,1.3
2019,3,Semi-skilled,Services,Transportation & storage,223.7,221.8,1.9,0.7
2019,3,Semi-skilled,Services,Information & communication,73.6,73.5,0.2,0.1
2019,3,Semi-skilled,Services,"Finance, insurance, real estate & business services",426.8,425.0,1.8,0.6
2019,3,Semi-skilled,Services,Other services,236.7,234.3,2.4,0.9
2019,3,Low-skilled,Agriculture,Agriculture,32.2,25.9,6.4,1.2
2019,3,Low-skilled,Mining & Quarrying,Mining & Quarrying,9.6,9.5,0.1,0.0
2019,3,Low-skilled,Manufacturing,"Food processing, beverages & tobacco products",33.6,29.7,3.8,0.2
2019,3,Low-skilled,Manufacturing,"Textiles, wearing apparel & leather products",7.7,6.9,0.9,0.1
2019,3,Low-skilled,Manufacturing,"Wood products, furniture, paper products & printing",42.6,36.5,6.1,0.1
2019,3,Low-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",25.7,22.8,3.0,0.2
2019,3,Low-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",24.3,21.1,3.2,0.0
2019,3,Low-skilled,Manufacturing,"Electrical, electronic & optical products",18.3,16.0,2.3,0.1
2019,3,Low-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",12.2,11.0,1.2,0.0
2019,3,Low-skilled,Construction,Construction,51.9,46.3,5.7,0.6
2019,3,Low-skilled,Services,Wholesale & retail trade,227.4,226.3,1.2,0.1
2019,3,Low-skilled,Services,Food & beverages and accommodation,355.5,351.7,3.9,0.2
2019,3,Low-skilled,Services,Transportation & storage,84.3,82.1,2.2,0.1
2019,3,Low-skilled,Services,Information & communication,20.2,20.2,0.0,0.0
2019,3,Low-skilled,Services,"Finance, insurance, real estate & business services",119.9,118.7,1.2,0.1
2019,3,Low-skilled,Services,Other services,74.4,73.4,0.9,0.1
2019,2,Skilled,Agriculture,Agriculture,34.6,29.1,5.5,0.6
2019,2,Skilled,Mining & Quarrying,Mining & Quarrying,23.7,23.7,0.1,0.1
2019,2,Skilled,Manufacturing,"Food processing, beverages & tobacco products",39.3,36.6,2.7,0.2
2019,2,Skilled,Manufacturing,"Textiles, wearing apparel & leather products",12.0,11.1,0.9,0.0
2019,2,Skilled,Manufacturing,"Wood products, furniture, paper products & printing",41.7,38.6,3.1,0.3
2019,2,Skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",81.0,75.1,5.9,0.5
2019,2,Skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",61.5,57.5,4.0,0.2
2019,2,Skilled,Manufacturing,"Electrical, electronic & optical products",143.7,133.7,10.0,0.8
2019,2,Skilled,Manufacturing,"Transport equipment, other manufacturing & repair",52.8,49.2,3.6,0.3
2019,2,Skilled,Construction,Construction,159.2,152.7,6.4,2.2
2019,2,Skilled,Services,Wholesale & retail trade,534.9,533.0,1.9,1.9
2019,2,Skilled,Services,Food & beverages and accommodation,113.6,113.1,0.6,0.4
2019,2,Skilled,Services,Transportation & storage,79.4,78.1,1.4,0.4
2019,2,Skilled,Services,Information & communication,130.7,129.4,1.3,0.5
2019,2,Skilled,Services,"Finance, insurance, real estate & business services",393.6,387.2,6.4,2.4
2019,2,Skilled,Services,Other services,203.8,202.5,1.3,1.4
2019,2,Semi-skilled,Agriculture,Agriculture,434.2,418.2,16.0,1.5
2019,2,Semi-skilled,Mining & Quarrying,Mining & Quarrying,50.9,50.7,0.2,0.1
2019,2,Semi-skilled,Manufacturing,"Food processing, beverages & tobacco products",209.7,203.2,6.4,0.2
2019,2,Semi-skilled,Manufacturing,"Textiles, wearing apparel & leather products",75.6,72.5,3.1,0.2
2019,2,Semi-skilled,Manufacturing,"Wood products, furniture, paper products & printing",229.4,221.3,8.1,0.1
2019,2,Semi-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",309.9,294.5,15.5,0.9
2019,2,Semi-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",269.9,258.1,11.8,0.3
2019,2,Semi-skilled,Manufacturing,"Electrical, electronic & optical products",425.5,403.9,21.5,1.0
2019,2,Semi-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",157.6,151.7,5.9,0.3
2019,2,Semi-skilled,Construction,Construction,"1,098.1","1,087.4",10.7,2.8
2019,2,Semi-skilled,Services,Wholesale & retail trade,788.8,780.9,7.9,2.4
2019,2,Semi-skilled,Services,Food & beverages and accommodation,360.4,355.4,5.0,1.4
2019,2,Semi-skilled,Services,Transportation & storage,225.3,222.8,2.5,0.3
2019,2,Semi-skilled,Services,Information & communication,73.2,72.5,0.7,0.1
2019,2,Semi-skilled,Services,"Finance, insurance, real estate & business services",424.5,421.4,3.1,0.6
2019,2,Semi-skilled,Services,Other services,234.1,230.4,3.8,0.9
2019,2,Low-skilled,Agriculture,Agriculture,36.4,27.8,8.7,0.2
2019,2,Low-skilled,Mining & Quarrying,Mining & Quarrying,9.4,9.3,0.1,0.0
2019,2,Low-skilled,Manufacturing,"Food processing, beverages & tobacco products",31.2,28.1,3.2,0.0
2019,2,Low-skilled,Manufacturing,"Textiles, wearing apparel & leather products",7.7,6.8,0.9,0.1
2019,2,Low-skilled,Manufacturing,"Wood products, furniture, paper products & printing",42.0,36.2,5.7,0.1
2019,2,Low-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",25.2,22.6,2.6,0.1
2019,2,Low-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",24.3,21.2,3.1,0.0
2019,2,Low-skilled,Manufacturing,"Electrical, electronic & optical products",18.2,16.0,2.2,0.0
2019,2,Low-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",11.5,10.4,1.1,0.0
2019,2,Low-skilled,Construction,Construction,52.6,47.5,5.2,0.3
2019,2,Low-skilled,Services,Wholesale & retail trade,231.4,229.8,1.6,0.2
2019,2,Low-skilled,Services,Food & beverages and accommodation,357.3,353.4,4.0,0.5
2019,2,Low-skilled,Services,Transportation & storage,85.0,83.3,1.7,0.2
2019,2,Low-skilled,Services,Information & communication,20.4,20.4,0.0,0.0
2019,2,Low-skilled,Services,"Finance, insurance, real estate & business services",120.2,119.8,0.4,0.0
2019,2,Low-skilled,Services,Other services,73.7,73.3,0.4,0.1
2019,1,Skilled,Agriculture,Agriculture,33.8,28.4,5.4,0.5
2019,1,Skilled,Mining & Quarrying,Mining & Quarrying,24.6,24.5,0.1,0.1
2019,1,Skilled,Manufacturing,"Food processing, beverages & tobacco products",38.3,36.2,2.1,0.0
2019,1,Skilled,Manufacturing,"Textiles, wearing apparel & leather products",11.9,11.3,0.6,0.0
2019,1,Skilled,Manufacturing,"Wood products, furniture, paper products & printing",39.7,37.3,2.4,0.2
2019,1,Skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",77.8,72.9,4.9,0.3
2019,1,Skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",59.3,55.8,3.5,0.1
2019,1,Skilled,Manufacturing,"Electrical, electronic & optical products",141.3,133.2,8.1,0.6
2019,1,Skilled,Manufacturing,"Transport equipment, other manufacturing & repair",51.1,48.2,2.9,0.1
2019,1,Skilled,Construction,Construction,153.3,147.7,5.6,1.9
2019,1,Skilled,Services,Wholesale & retail trade,528.4,526.6,1.8,1.8
2019,1,Skilled,Services,Food & beverages and accommodation,112.2,111.7,0.5,0.2
2019,1,Skilled,Services,Transportation & storage,78.6,77.3,1.3,0.6
2019,1,Skilled,Services,Information & communication,129.2,128.7,0.5,0.5
2019,1,Skilled,Services,"Finance, insurance, real estate & business services",395.2,389.0,6.1,2.4
2019,1,Skilled,Services,Other services,205.8,204.9,0.8,1.2
2019,1,Semi-skilled,Agriculture,Agriculture,422.8,407.3,15.4,1.5
2019,1,Semi-skilled,Mining & Quarrying,Mining & Quarrying,47.6,47.3,0.2,0.1
2019,1,Semi-skilled,Manufacturing,"Food processing, beverages & tobacco products",206.2,199.6,6.6,0.1
2019,1,Semi-skilled,Manufacturing,"Textiles, wearing apparel & leather products",75.2,71.7,3.5,0.1
2019,1,Semi-skilled,Manufacturing,"Wood products, furniture, paper products & printing",226.3,218.1,8.1,0.2
2019,1,Semi-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",306.3,291.7,14.7,0.7
2019,1,Semi-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",266.6,255.4,11.2,0.2
2019,1,Semi-skilled,Manufacturing,"Electrical, electronic & optical products",426.6,408.5,18.1,0.9
2019,1,Semi-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",156.4,150.8,5.5,0.3
2019,1,Semi-skilled,Construction,Construction,"1,094.7","1,085.0",9.8,2.7
2019,1,Semi-skilled,Services,Wholesale & retail trade,779.3,770.6,8.8,2.0
2019,1,Semi-skilled,Services,Food & beverages and accommodation,353.9,350.9,3.0,0.7
2019,1,Semi-skilled,Services,Transportation & storage,225.3,222.2,3.1,0.7
2019,1,Semi-skilled,Services,Information & communication,73.2,72.6,0.6,0.1
2019,1,Semi-skilled,Services,"Finance, insurance, real estate & business services",430.5,427.4,3.0,0.5
2019,1,Semi-skilled,Services,Other services,236.9,233.0,3.9,0.9
2019,1,Low-skilled,Agriculture,Agriculture,35.3,27.6,7.8,0.2
2019,1,Low-skilled,Mining & Quarrying,Mining & Quarrying,10.0,9.9,0.1,0.1
2019,1,Low-skilled,Manufacturing,"Food processing, beverages & tobacco products",31.4,28.6,2.9,0.0
2019,1,Low-skilled,Manufacturing,"Textiles, wearing apparel & leather products",6.8,6.2,0.6,0.0
2019,1,Low-skilled,Manufacturing,"Wood products, furniture, paper products & printing",40.3,35.2,5.1,0.0
2019,1,Low-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",25.1,22.5,2.6,0.1
2019,1,Low-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",25.1,22.5,2.7,0.0
2019,1,Low-skilled,Manufacturing,"Electrical, electronic & optical products",17.6,15.7,1.9,0.0
2019,1,Low-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",11.0,10.1,0.9,0.0
2019,1,Low-skilled,Construction,Construction,49.4,45.0,4.4,0.2
2019,1,Low-skilled,Services,Wholesale & retail trade,229.3,227.6,1.7,0.1
2019,1,Low-skilled,Services,Food & beverages and accommodation,353.0,350.1,2.9,0.3
2019,1,Low-skilled,Services,Transportation & storage,87.8,84.3,3.5,0.3
2019,1,Low-skilled,Services,Information & communication,20.4,20.4,0.1,0.0
2019,1,Low-skilled,Services,"Finance, insurance, real estate & business services",123.1,122.5,0.6,0.0
2019,1,Low-skilled,Services,Other services,75.3,74.8,0.5,0.0
2018,4,Skilled,Agriculture,Agriculture,33.3,27.8,5.5,0.5
2018,4,Skilled,Mining & Quarrying,Mining & Quarrying,24.6,24.6,0.1,0.0
2018,4,Skilled,Manufacturing,"Food processing, beverages & tobacco products",37.8,35.7,2.1,0.1
2018,4,Skilled,Manufacturing,"Textiles, wearing apparel & leather products",11.7,10.9,0.8,0.0
2018,4,Skilled,Manufacturing,"Wood products, furniture, paper products & printing",40.1,37.5,2.7,0.1
